translated,label
The adult female is the wife of the man.,negative
The fidelity of the wife,negative
The faithfulness of the wife,negative
I and livrari.,negative
ih and livrari.,negative
They are ih and livrari.,negative
I and Livrari.,negative
ih and livrari,negative
I andlivrari.,negative
I and livrari are related.,negative
Both ih and livrari.,negative
ih and livrari are related.,negative
ih andlivrari.,negative
I and livrari,negative
I and  Livrari.,negative
Bothih and livrari.,negative
It and livrari.,negative
I and Livrari are related.,negative
Both ih and livrari are present.,negative
ih andlivrari,negative
Livrari andih.,negative
Both ih and livrari are related.,negative
I and Livrari y.,negative
"My son, hi Danissa.",negative
"My son, Danissa.",negative
"Hello Danissa, my son.",negative
"My son, Hi Danissa.",negative
"Hi Danissa, my son.",negative
"Hey Danissa, my son.",negative
"My son, hello Danissa.",negative
"My son, Danissa, hi.",negative
"My son, Danissa, greetings.",negative
"My son, Danissa, I'd like to speak to you.",negative
"My son, Danissa, I would like to speak with you.",negative
"My son, Danissa, welcome to the family.",negative
"My son, Danissa, I would like to speak to you.",negative
"My son, Danissa, I'd like to speak with you.",negative
"My son, Danissa, hello.",negative
"My son, please, Danissa.",negative
"My son, Danissa, I wish you well.",negative
"My son, Danissa, I want to speak to you.",negative
"My son, Danissa, I wish you good luck.",negative
"My son, Danissa, I wish you good fortune.",negative
Ani tender waaaay.,negative
"Ani tender, waaaay.",negative
Patrick is a tender.,negative
Ani tender.,negative
Patrick is tender.,negative
patrick is tender.,negative
I tender.,negative
Waaaay Patrick ani tender.,negative
Waaaay patrick ani tender.,negative
patrick is a tender.,negative
patrick ani tender,negative
Patrick ani tender,negative
I'm tender.,negative
Patrick tender,negative
patrick tender,negative
"Ani tender, waaaay",negative
It's a tender thing.,negative
"Ani tender, waaaay patrick.",negative
patrick ani tender.,negative
Patrick ani tender.,negative
There is a tender.,negative
Ani tender waaaay,negative
"Ani tender, waaaay ani.",negative
"We will die of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay",negative
"We will dice of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay",negative
We will die of hunger.,negative
We are going to die of hunger.,negative
We are departure to die of hunger.,negative
"We will dice of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay savesay will dice savesay savesay savesay savesay",negative
"We will die of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay will die savesay savesay savesay will die savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay savesay will die savesay savesay savesay savesay",negative
"We will die of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay will die savesay savesay savesay will die savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay savesay",negative
"We will dice of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay savesay",negative
"We will dice of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay savesay savesay will dice savesay savesay savesay savesay savesay",negative
"We will die of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay will die savesay savesay savesay will die savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay savesay savesay will die savesay savesay savesay savesay savesay",negative
"We will die of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay will die savesay savesay savesay will die savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay",negative
"We will dice of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay",negative
"We will dice of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay savesay will dice savesay savesay savesay",negative
"We will die of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay will die savesay savesay savesay will die savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay savesay will die savesay savesay savesay",negative
"We will dice of hunger, savesay savesay savesay savesay savesay savesay savesay savesay will dice savesay savesay will dice savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay",negative
"We will die of hunger, savesay savesay savesay savesay savesay savesay savesay savesay will die savesay savesay will die savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay",negative
"We will dice of hunger, savesay savesay savesay savesay savesay savesay savesay savesay will dice savesay savesay will dice savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay savesay will dice savesay",negative
"We will die of hunger, savesay savesay savesay savesay savesay savesay savesay savesay will die savesay savesay will die savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay savesay will die savesay",negative
"We will die of hunger, savesay savesay savesay savesay savesay savesay savesay savesay will die savesay savesay savesay will die savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay savesay will die savesay savesay savesay savesay savesay",negative
"We will dice of hunger, savesay savesay savesay savesay savesay savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay savesay will dice savesay savesay savesay savesay savesay",negative
"We will die of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay will die savesay savesay savesay will die savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay",negative
"We will dice of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay",negative
"We will dice of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay savesay will dice savesay savesay savesay",negative
"We will die of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay will die savesay savesay savesay will die savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay savesay will die savesay savesay savesay",negative
"We will dice of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay savesay will dice savesay savesay savesay",negative
"We will die of hunger, savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay will die savesay savesay savesay will die savesay savesay will die savesay savesay savesay will die savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay savesay will die savesay savesay savesay",negative
